index-entry-number,entry-number,entry-timestamp,key,government-domain,hostname,organisation,start-date,end-date
3046,3046,2018-09-03T15:27:06Z,17812,17812,ravenstone-pc,,2018-01-31,
3045,3045,2018-09-03T15:27:06Z,17800,17800,birlingparishcouncil,,2018-01-25,
3044,3044,2018-09-03T15:27:06Z,17797,17797,lynchmere-pc,,2018-01-24,
3043,3043,2018-09-03T15:27:06Z,17795,17795,bishopsteignton-pc,,2018-01-18,
3042,3042,2018-09-03T15:27:06Z,17745,17745,kingssomborne-pc,,2017-12-05,
3041,3041,2018-09-03T15:27:06Z,17612,17612,deliveringforscotland,,2017-10-02,
3040,3040,2018-02-01T14:42:22Z,6943,6943,somersetwaste,local-authority-eng:SOM,2007-10-09,
3039,3039,2018-02-01T14:39:23Z,4793,4793,dvtaonlineni,"government-organisation:OT1178",2005-03-10,
3038,3038,2018-02-01T14:37:57Z,4723,4723,doeni,"government-organisation:OT1178",,
3037,3037,2018-02-01T14:34:16Z,17791,17791,skirlaughparishcouncil,,2018-01-16,
3035,3035,2018-02-01T14:32:16Z,17779,17779,eastergate-pc,,2018-01-09,
3034,3034,2018-02-01T14:30:54Z,17768,17768,ludgershall-tc,,2017-12-20,
3033,3033,2018-02-01T14:25:49Z,17766,17766,haltonwithaughton-pc,,2017-12-19,
3032,3032,2018-02-01T14:24:47Z,17757,17757,stewartbykhparishcouncil,,2018-01-02,
3031,3031,2018-02-01T14:23:29Z,17748,17748,cradleyparishcouncil,,2017-12-06,
3030,3030,2018-02-01T14:22:31Z,17744,17744,ventnortowncouncil,,2017-12-05,
3029,3029,2018-02-01T14:21:31Z,17734,17734,"westhunsburyparishcouncil",,2017-12-01,
3028,3028,2018-02-01T14:20:32Z,17712,17712,weltonparishcouncil,,2017-11-22,
3027,3027,2018-02-01T14:18:44Z,17710,17710,forestryengland,"government-organisation:EA55",2017-11-21,
3026,3026,2018-02-01T14:15:05Z,17709,17709,forestrycommission,"government-organisation:D85",2017-11-21,
3025,3025,2018-02-01T14:13:04Z,17705,17705,sundridgewithidehill-pc,,2017-11-16,
3024,3024,2018-02-01T14:09:59Z,17704,17704,stokesleytowncouncil,,2017-11-16,
3023,3023,2018-02-01T14:08:54Z,17703,17703,insolvency,"government-organisation:EA32",2017-11-14,
3022,3022,2018-02-01T14:06:01Z,17700,17700,burnham-highbridge-tc,,2017-11-14,
3021,3021,2018-02-01T14:04:34Z,17698,17698,"ballinghambolstonehentland-pc",,2017-11-10,
3020,3020,2018-02-01T14:03:24Z,17695,17695,dilwynparishcouncil,,2017-11-10,
3019,3019,2018-02-01T13:56:20Z,17694,17694,ccav,"government-organisation:D9",2017-11-07,
3018,3018,2018-02-01T13:54:21Z,17690,17690,newtonstloe-pc,,2017-11-07,
3017,3017,2018-02-01T13:51:16Z,17687,17687,hmtreasury,"government-organisation:D15",2017-11-15,
3016,3016,2018-02-01T13:47:49Z,17674,17674,staustellbay-pc,,2017-10-31,
3015,3015,2018-02-01T13:46:34Z,17661,17661,mundesley-pc,,2017-10-25,
3014,3014,2018-02-01T13:45:29Z,17659,17659,oneit,,2017-11-01,
3013,3013,2018-02-01T13:44:38Z,17657,17657,nettleton-pc,,2017-10-25,
3012,3012,2018-02-01T13:43:33Z,17643,17643,bearstedparishcouncil,,2017-10-16,
3011,3011,2018-02-01T13:42:08Z,17635,17635,battletowncouncil,,2017-10-13,
3010,3010,2018-01-30T14:28:36Z,17632,17632,think,"government-organisation:D9",2017-10-12,
3009,3009,2018-01-30T14:26:19Z,17629,17629,nortonandcuckney-pc,,2017-10-11,
3008,3008,2018-01-30T14:25:10Z,17627,17627,southswindon-pc,,2017-10-10,
3007,3007,2018-01-30T14:20:54Z,17624,17624,acastermalbis-pc,,2017-10-09,
3006,3006,2018-01-30T14:20:00Z,17620,17620,bilbrookparishcouncil,,2017-10-09,
3005,3005,2018-01-30T14:16:53Z,17137,17137,batchworth-pc,,2017-01-25,2018-01-23
3004,3004,2018-01-30T14:15:23Z,16387,16387,denham-bucks-pc,,2016-01-08,2018-01-11
3003,3003,2018-01-30T14:14:36Z,15182,15182,gls,"government-organisation:OT1033",2014-02-05,2017-10-17
3002,3002,2018-01-30T14:13:39Z,15080,15080,boldreparishcouncil,,2013-12-13,2017-12-19
3001,3001,2018-01-30T14:12:30Z,15054,15054,mostyncommunitycouncil,,2013-11-28,2017-11-28
3000,3000,2018-01-30T14:11:32Z,14974,14974,belfaststreetsaheadni,"government-organisation:OT1173",2013-11-13,2017-11-12
2999,2999,2018-01-30T14:10:24Z,13075,13075,cheshireprepared,local-authority-eng:CHW,2011-03-18,2017-12-04
2998,2998,2018-01-30T14:09:30Z,12837,12837,londonlibraries,local-authority-eng:HAV,2010-10-12,2017-10-31
2997,2997,2018-01-30T14:07:39Z,12802,12802,surreyfirst,local-authority-eng:TAN,2010-09-09,2017-10-11
2996,2996,2018-01-30T14:06:38Z,12098,12098,gwarchodyglannaucymru,,2009-09-29,2017-12-04
2995,2995,2018-01-30T13:21:58Z,11980,11980,miserden-pc,,2009-07-17,2017-10-31
2994,2994,2018-01-30T11:32:48Z,11509,11509,leedscityregion,,2009-01-13,2017-12-04
2993,2993,2018-01-30T11:30:30Z,7384,7384,ukinvest,"government-organisation:D611",2005-02-18,2017-12-04
2992,2992,2018-01-30T11:28:58Z,7366,7366,twyford-bucks-pc,,2007-11-08,2017-11-08
2991,2991,2018-01-30T11:27:59Z,7364,7364,twict,local-authority-eng:SND,2005-05-23,2017-12-04
2990,2990,2018-01-30T11:12:31Z,7348,7348,tribunalsservice,"government-organisation:D18",2005-03-22,2017-12-21
2989,2989,2018-01-30T11:10:29Z,7347,7347,tribunalservice,"government-organisation:D18",2005-03-22,2017-12-21
2988,2988,2018-01-30T11:09:34Z,6822,6822,secureyourfertiliser,"government-organisation:OT1089",2006-06-07,2017-12-04
2987,2987,2018-01-30T11:07:18Z,6716,6716,sacn,"government-organisation:D12",2000-09-28,2017-12-04
2986,2986,2018-01-30T11:06:26Z,6689,6689,rpani,"government-organisation:OT1179",2002-01-18,2018-01-17
2985,2985,2018-01-30T11:05:40Z,6679,6679,roundwayparishcouncil,,2008-02-06,2018-01-16
2984,2984,2018-01-30T11:04:52Z,6611,6611,reephamnorfolk-tc,,2007-12-14,2017-12-21
2983,2983,2018-01-30T11:03:49Z,6480,6480,pitchcombe-pc,local-authority-eng:STO,2005-03-17,2017-10-31
2982,2982,2018-01-30T11:03:02Z,6404,6404,parentzonescotland,"government-organisation:DA1020",2003-06-10,2017-10-31
2981,2981,2018-01-30T11:01:54Z,6281,6281,oag,"government-organisation:D23",2004-02-05,2017-11-17
2980,2980,2018-01-30T11:01:00Z,6220,6220,northsomerset,local-authority-eng:NSM,2002-10-17,2017-11-16
2979,2979,2018-01-30T10:56:41Z,6151,6151,niprisonservice,"government-organisation:EA797",1999-12-03,2017-12-02
2978,2978,2018-01-30T10:55:28Z,5961,5961,minstead,local-authority-eng:NEW,2003-05-15,2018-01-24
2977,2977,2018-01-30T10:54:34Z,5867,5867,major-hazards,"government-organisation:PB207",2001-06-14,2017-12-21
2976,2976,2018-01-30T10:53:28Z,5820,5820,longcompton-pc,local-authority-eng:STR,2007-07-09,2017-11-29
2975,2975,2018-01-30T10:52:11Z,5814,5814,londonresilience,"government-organisation:OT537",2005-03-15,2017-10-31
2974,2974,2018-01-30T10:50:11Z,5742,5742,lgdu-wales,,2001-05-04,2017-11-10
2973,2973,2018-01-30T10:49:22Z,5687,5687,lawhf,local-authority-eng:TFW,2003-12-12,2017-12-12
2972,2972,2018-01-30T10:48:41Z,5639,5639,knetni,"government-organisation:OT1177",2001-12-10,2017-12-10
2971,2971,2018-01-30T10:47:52Z,5465,5465,hythetowncouncil,,2006-03-16,2017-12-04
2970,2970,2018-01-30T10:46:08Z,5302,5302,healthestatesni,"government-organisation:D611",2005-11-18,2017-11-17
2969,2969,2018-01-30T10:43:38Z,5273,5273,hantsnet,local-authority-eng:HAM,2004-07-02,2017-12-15
2968,2968,2018-01-30T10:42:19Z,5272,5272,hantsiowcaddie,local-authority-eng:HAM,2006-08-17,2017-12-15
2967,2967,2018-01-30T10:40:57Z,5270,5270,hantsdirect,local-authority-eng:HAM,2007-10-10,2017-12-15
2966,2966,2018-01-30T10:40:05Z,5263,5263,hampshire,local-authority-eng:HAM,2004-07-02,2017-12-15
2965,2965,2018-01-30T10:37:00Z,5261,5261,halton-borough,local-authority-eng:HAL,2003-07-25,2017-11-20
2964,2964,2018-01-30T10:36:03Z,5131,5131,generalcommissioners,"government-organisation:D18",2005-04-04,2017-12-21
2963,2963,2018-01-30T10:35:02Z,5125,5125,gcvcore,,2000-03-07,2017-12-04
2962,2962,2018-01-30T10:27:50Z,5073,5073,forestresearch,"government-organisation:D85",2003-12-23,2017-12-04
2961,2961,2018-01-30T10:25:49Z,4917,4917,employmenttribunals,"government-organisation:D18",2001-04-04,2017-12-21
2960,2960,2018-01-30T10:24:59Z,4700,4700,dhssni,"government-organisation:OT1175",,2017-12-31
2959,2959,2018-01-30T10:23:56Z,4495,4495,cookstown,,2001-05-16,2017-05-20
2958,2958,2018-01-30T10:18:06Z,4448,4448,communicationswhitepaper,"government-organisation:D2",2000-04-18,2018-01-15
2957,2957,2018-01-30T10:17:13Z,4425,4425,cofrestrfatir,"government-organisation:D69",2001-08-30,2017-12-04
2956,2956,2018-01-30T10:15:57Z,4293,4293,chalford-pc,local-authority-eng:STO,2005-11-30,2017-11-29
2955,2955,2018-01-30T10:14:58Z,4235,4235,caretribunalni,"government-organisation:D12",2006-09-19,2017-12-21
2954,2954,2018-01-30T10:13:08Z,4082,4082,bramshaw,local-authority-eng:NEW,2003-05-15,2017-12-19
2953,2953,2018-01-30T10:12:02Z,4053,4053,bmhldni,"government-organisation:D12",2007-12-03,2017-12-02
2952,2952,2018-01-30T10:10:47Z,4046,4046,bleadonparishcouncil,,2004-03-10,2017-12-11
2951,2951,2018-01-30T10:09:25Z,3978,3978,bedscc,local-authority-eng:BDF,2000-03-22,2017-12-04
2950,2950,2018-01-30T10:08:10Z,3971,3971,bearstedparishcouncil,,2003-10-14,2017-10-14
2949,2949,2017-10-25T16:10:20Z,4329,4329,chichestercity,,2002-12-30,
2948,2948,2017-10-18T15:21:29Z,6970,6970,southgloucestershire,local-authority-eng:SGC,2001-10-17,2017-10-04
2947,2947,2017-10-18T15:21:29Z,6157,6157,nisranet,"government-organisation:EA701",2005-02-10,2017-10-04
2946,2946,2017-10-18T15:21:29Z,4226,4226,capitalforenterprise,,2005-08-17,2017-10-04
2945,2945,2017-10-18T15:21:29Z,17613,17613,cjx,,2017-10-03,
2944,2944,2017-10-18T15:21:29Z,17609,17609,"smallbusinesscommissioner",,2017-09-28,
2943,2943,2017-10-18T15:21:29Z,17601,17601,sturminstermarshall-pc,,2017-09-25,
2942,2942,2017-10-18T15:21:29Z,17597,17597,denhambucks-pc,,2017-09-19,
2941,2941,2017-10-18T15:21:29Z,4710,4710,digitv,,2017-09-06,2017-10-04
2940,2940,2017-10-18T15:21:29Z,15644,15644,acoba,"government-organisation:D2",2014-11-27,
2939,2939,2017-10-18T15:21:29Z,15597,15597,"boundarycommissionengland","government-organisation:PB337",2014-11-05,
2938,2938,2017-10-18T15:21:29Z,4637,4637,dcalni,"government-organisation:OT1173",2006-08-18,
2937,2937,2017-10-18T15:21:29Z,4762,4762,dsdni,"government-organisation:OT1173",2005-04-18,
2936,2936,2017-10-18T15:21:29Z,6539,6539,proni,"government-organisation:OT1173",2002-10-09,
2935,2935,2017-10-18T15:21:29Z,7448,7448,volcomgrantsni,"government-organisation:OT1173",2003-02-12,
2934,2934,2017-09-19T11:56:51Z,17580,17580,centralswindonnorth-pc,,2017-09-07,
2933,2933,2017-09-19T11:56:51Z,17576,17576,exning-pc,,2017-09-05,
2932,2932,2017-09-19T11:56:51Z,17574,17574,holford-pc,,2017-09-05,
2931,2931,2017-09-19T11:56:51Z,17573,17573,lutton-pc,,2017-09-08,
2930,2930,2017-09-19T11:56:51Z,17572,17572,mossanddistrict-pc,,2017-09-07,
2929,2929,2017-09-19T11:56:51Z,17554,17554,padworthparishcouncil,,2017-08-29,
2928,2928,2017-09-19T11:56:51Z,17583,17583,quethiockparishcouncil,,2017-09-11,
2927,2927,2017-09-19T11:56:51Z,17579,17579,"stokelodgeandthecommon-pc",,2017-09-08,
2926,2926,2017-09-19T11:56:51Z,17557,17557,"understandinguniversalcredit","government-organisation:D10",2017-09-11,
2925,2925,2017-09-19T11:56:51Z,17582,17582,westswindon-pc,,2017-09-11,
2924,2924,2017-09-19T11:56:51Z,17389,17389,fordwestsussex-pc,,2017-06-06,
2923,2923,2017-09-19T11:56:51Z,17400,17400,perranzabuloe-pc,,2017-06-08,
2922,2922,2017-09-19T11:56:51Z,16748,16748,zennorparishcouncil,,2016-06-21,
2921,2921,2017-09-19T11:56:51Z,7723,7723,youthjusticeagencyni,"government-organisation:D19",2003-07-14,
2920,2920,2017-09-19T11:56:51Z,7715,7715,yorkshirelca,,2006-01-30,
2919,2919,2017-09-19T11:56:51Z,7709,7709,yorkconsort,"internal-drainage-board:IDB32",2004-04-16,
2918,2918,2017-09-19T11:56:51Z,7708,7708,york,local-authority-eng:YOR,1999-07-09,
2917,2917,2017-09-19T11:56:51Z,7707,7707,ynysmon,"principal-local-authority:AGY",,
2916,2916,2017-09-19T11:56:51Z,16236,16236,yjb,"government-organisation:D18",2015-10-28,
2915,2915,2017-09-19T11:56:51Z,7705,7705,yjani,"government-organisation:D19",2003-10-13,
2914,2914,2017-09-19T11:56:51Z,7702,7702,ygwasanaethpensiwn,"government-organisation:D10",2004-03-30,
2913,2913,2017-09-19T11:56:51Z,13604,13604,yetminsterparishes,,2011-11-10,
2912,2912,2017-09-19T11:56:51Z,7701,7701,"yeovilwithoutparishcouncil",,2005-06-16,
2911,2911,2017-09-19T11:56:51Z,17046,17046,yeoviltonparishcouncil,,2016-11-16,
2910,2910,2017-09-19T11:56:51Z,13760,13760,yeovil,local-authority-eng:SSO,2003-04-10,
2909,2909,2017-09-19T11:56:51Z,16927,16927,yelvertoft-pc,,2016-09-12,
2908,2908,2017-09-19T11:56:51Z,7699,7699,yellowcard,"government-organisation:EA63",2004-01-07,
2907,2907,2017-09-19T11:56:51Z,17392,17392,yealmpton-pc,,2017-06-02,
2906,2906,2017-09-19T11:56:51Z,12073,12073,yatton-pc,,2009-09-15,
2905,2905,2017-09-19T11:56:51Z,7696,7696,yatetowncouncil,,2004-02-10,
2904,2904,2017-09-19T11:56:51Z,7695,7695,yateley-tc,,2005-01-21,
2903,2903,2017-09-19T11:56:51Z,7694,7694,yaptonpc,,2002-01-31,
2902,2902,2017-09-19T11:56:51Z,11985,11985,YaldingParishCouncil,,2009-07-20,
2901,2901,2017-09-19T11:56:51Z,7691,7691,xhibit,"government-organisation:EA601",2003-01-09,
2900,2900,2017-09-19T11:56:51Z,7690,7690,wyreforestdc,local-authority-eng:WYE,,
2899,2899,2017-09-19T11:56:51Z,7689,7689,wyreforest,local-authority-eng:WYE,2003-10-24,
2898,2898,2017-09-19T11:56:51Z,7688,7688,wyrebc,local-authority-eng:WYR,1999-08-31,
2897,2897,2017-09-19T11:56:51Z,13094,13094,wyre,local-authority-eng:WYR,2011-03-18,
2896,2896,2017-09-19T11:56:51Z,7685,7685,wycombe,local-authority-eng:WYO,2000-07-14,
2895,2895,2017-09-19T11:56:51Z,7684,7684,wychavon,local-authority-eng:WYC,2004-09-03,
2894,2894,2017-09-19T11:56:51Z,11815,11815,wsx-donnington-pc,local-authority-eng:CHI,2009-05-29,
2893,2893,2017-09-19T11:56:51Z,12514,12514,wsm-tc,,2010-05-05,
2892,2892,2017-09-19T11:56:51Z,7678,7678,wrwa,,2000-06-20,
2891,2891,2017-09-19T11:56:51Z,7677,7677,wroughton,,2000-06-07,
2890,2890,2017-09-19T11:56:51Z,15144,15144,wroseparishcouncil,,2014-01-21,
2889,2889,2017-09-19T11:56:51Z,14588,14588,wringtonparishcouncil,,2013-04-09,
2888,2888,2017-09-19T11:56:51Z,7674,7674,wrexham,"principal-local-authority:WRX",2003-05-23,
2887,2887,2017-09-19T11:56:51Z,15004,15004,"wrestlingworthandcockaynehatley-pc",,2013-11-15,
2886,2886,2017-09-19T11:56:51Z,7672,7672,wrecsam,"principal-local-authority:WRX",2002-03-01,
2885,2885,2017-09-19T11:56:51Z,11676,11676,wraysburyparishcouncil,,2009-03-18,
2884,2884,2017-09-19T11:56:51Z,13990,13990,wraxallandfailand-pc,,2012-05-25,
2883,2883,2017-09-19T11:56:51Z,12548,12548,woughtoncommunitycouncil,,2010-05-10,
2882,2882,2017-09-19T11:56:51Z,7666,7666,worthing,local-authority-eng:WOT,2007-04-03,
2881,2881,2017-09-19T11:56:51Z,15360,15360,worplesdon-pc,,2014-05-12,
2880,2880,2017-09-19T11:56:51Z,16569,16569,worlestondistrict-pc,,2016-03-21,
2879,2879,2017-09-19T11:56:51Z,7665,7665,worldweather,"government-organisation:EA46",2000-08-21,
2878,2878,2017-09-19T11:56:51Z,7664,7664,world-weather,"government-organisation:EA46",2000-08-21,
2877,2877,2017-09-19T11:56:51Z,16158,16158,workplacepensions,"government-organisation:D10",2015-09-25,
2876,2876,2017-09-19T11:56:51Z,15092,15092,workingtontowncouncil,,2013-12-23,
2875,2875,2017-09-19T11:56:51Z,7652,7652,workandpensions,"government-organisation:D10",2001-08-17,
2874,2874,2017-09-19T11:56:51Z,12739,12739,worcsregservices,local-authority-eng:BRM,2010-08-09,
2873,2873,2017-09-19T11:56:51Z,16723,16723,worcestershirets,local-authority-eng:WOR,2016-05-27,
2872,2872,2017-09-19T11:56:51Z,11986,11986,worcestershirehub,local-authority-eng:WOR,2009-07-21,
2871,2871,2017-09-19T11:56:51Z,7649,7649,worcestershire,local-authority-eng:WOR,2008-03-05,
2870,2870,2017-09-19T11:56:51Z,7647,7647,worcester,local-authority-eng:WOC,2006-10-31,
2869,2869,2017-09-19T11:56:51Z,7646,7646,woottonwawen-pc,local-authority-eng:STR,2007-02-23,
2868,2868,2017-09-19T11:56:51Z,16616,16616,woottonparishcouncil,,2016-04-07,
2867,2867,2017-09-19T11:56:51Z,7644,7644,woottonbassett,,2003-01-16,
2866,2866,2017-09-19T11:56:51Z,16582,16582,woolston-pc,,2016-03-24,
2865,2865,2017-09-19T11:56:51Z,17068,17068,woolley-pc,,2016-12-05,
2864,2864,2017-09-19T11:56:51Z,15906,15906,woodvilleparishcouncil,,2015-04-20,
2863,2863,2017-09-19T11:56:51Z,7642,7642,woodstock-tc,,2006-07-26,
2862,2862,2017-09-19T11:56:51Z,14638,14638,woodsettsparishcouncil,,2013-05-10,
2861,2861,2017-09-19T11:56:51Z,7640,7640,woodley,,2001-03-30,
2860,2860,2017-09-19T11:56:51Z,7639,7639,woodgreen-pc,,2006-01-30,
2859,2859,2017-09-19T11:56:51Z,7638,7638,woodchurch-pc,,2004-05-25,
2858,2858,2017-09-19T11:56:51Z,7637,7637,woodbridge-suffolk,,2002-05-27,
2857,2857,2017-09-19T11:56:51Z,7636,7636,wooburnparish,,2000-04-14,
2856,2856,2017-09-19T11:56:51Z,16901,16901,womersleyparishcouncil,,2016-08-25,
2855,2855,2017-09-19T11:56:51Z,11273,11273,"wolvertonandgreenleystowncouncil",,2008-10-06,
2854,2854,2017-09-19T11:56:51Z,7632,7632,wolverhampton,local-authority-eng:WLV,2003-05-21,
2853,2853,2017-09-19T11:56:51Z,11709,11709,wollastonparishcouncil,,2009-03-30,
2852,2852,2017-09-19T11:56:51Z,7629,7629,"wokinghamwithoutparishcouncil",,2005-04-29,
2851,2851,2017-09-19T11:56:51Z,7628,7628,wokinghamwithout-pc,,2005-09-29,
2850,2850,2017-09-19T11:56:51Z,7623,7623,wokingham,local-authority-eng:WOK,2003-02-19,
2849,2849,2017-09-19T11:56:51Z,7624,7624,wokingham-tc,,2004-02-23,
2848,2848,2017-09-19T11:56:51Z,7622,7622,woking,local-authority-eng:WOI,2007-12-04,
2847,2847,2017-09-19T11:56:51Z,16185,16185,wmortimerhazeleigh-pc,,2015-10-07,
2846,2846,2017-09-19T11:56:51Z,7614,7614,wlga,,2000-06-15,
2845,2845,2017-09-19T11:56:51Z,7613,7613,wixford-pc,local-authority-eng:STR,2007-07-09,
2844,2844,2017-09-19T11:56:51Z,7612,7612,wivenhoe,,2002-02-25,
2843,2843,2017-09-19T11:56:51Z,7611,7611,witney-tc,,2002-06-18,
2842,2842,2017-09-19T11:56:51Z,7610,7610,witley-pc,,2005-01-04,
2841,2841,2017-09-19T11:56:51Z,16832,16832,witherleyparishcouncil,,2016-07-20,
2840,2840,2017-09-19T11:56:51Z,16745,16745,witham3idb,"internal-drainage-board:IDB109",2016-06-15,
2839,2839,2017-09-19T11:56:51Z,7607,7607,witham,,2003-05-14,
2838,2838,2017-09-19T11:56:51Z,7608,7608,witham-1st-idb,"internal-drainage-board:IDB108",2007-08-07,
2837,2837,2017-09-19T11:56:51Z,16269,16269,wisbechtowncouncil,,2015-11-16,
2836,2836,2017-09-19T11:56:51Z,7604,7604,wirral,local-authority-eng:WRL,1999-11-02,
2834,2834,2017-09-19T11:56:51Z,11520,11520,wirksworthtowncouncil,,2009-01-13,
2833,2833,2017-09-19T11:56:51Z,7603,7603,wirksworth,,1999-12-03,
2832,2832,2017-09-19T11:56:51Z,16495,16495,winteringham-pc,,2016-02-24,
2831,2831,2017-09-19T11:56:51Z,7600,7600,winslowtowncouncil,,2008-05-19,
2830,2830,2017-09-19T11:56:51Z,7598,7598,winsford,,2001-07-19,
2829,2829,2017-09-19T11:56:51Z,7597,7597,winnersh,,2002-08-14,
2828,2828,2017-09-19T11:56:51Z,7596,7596,winkfieldparishcouncil,,2005-06-30,
2827,2827,2017-09-19T11:56:51Z,7595,7595,windsor,local-authority-eng:WNM,2000-06-08,
2826,2826,2017-09-19T11:56:51Z,7594,7594,windleshampc,,2000-01-24,
2825,2825,2017-09-19T11:56:51Z,13765,13765,windermere-tc,,2012-02-13,
2824,2824,2017-09-19T11:56:51Z,7593,7593,winchester,local-authority-eng:WIN,2007-04-13,
2823,2823,2017-09-19T11:56:51Z,7592,7592,wimborne,,2000-05-17,
2822,2822,2017-09-19T11:56:51Z,7585,7585,wiltshire,local-authority-eng:WIL,2000-06-19,
2821,2821,2017-09-19T11:56:51Z,14269,14269,wiltshire-pcc,,2012-10-17,
2819,2819,2017-09-19T11:56:51Z,12010,12010,wiltontowncouncil,,2009-07-29,
2818,2818,2017-09-19T11:56:51Z,7583,7583,wilsdenparishcouncil,,2004-09-17,
2817,2817,2017-09-19T11:56:51Z,16165,16165,willinghamparishcouncil,,2015-10-05,
2816,2816,2017-09-19T11:56:51Z,14781,14781,wilcotandhuish-pc,,2013-07-19,
2815,2815,2017-09-19T11:56:51Z,16096,16096,wilbarstonparishcouncil,,2015-08-14,
2814,2814,2017-09-19T11:56:51Z,7581,7581,wiganmbc,local-authority-eng:WGN,,
2813,2813,2017-09-19T11:56:51Z,7580,7580,wigan,local-authority-eng:WGN,2003-05-12,
2812,2812,2017-09-19T11:56:51Z,7579,7579,whitworth,,2001-09-10,
2811,2811,2017-09-19T11:56:51Z,12898,12898,whitwell-pc,,2010-11-24,
2810,2810,2017-09-19T11:56:51Z,7578,7578,whitnashtowncouncil,,2005-01-31,
2808,2808,2017-09-19T11:56:51Z,16780,16780,whiteshillandruscombe-pc,,2016-07-01,
2807,2807,2017-09-19T11:56:51Z,7575,7575,whitehorsedc,local-authority-eng:VAL,2001-01-17,
2806,2806,2017-09-19T11:56:51Z,7574,7574,whitehilltowncouncil,,2004-01-20,
2805,2805,2017-09-19T11:56:51Z,14739,14739,whitchurch-hampshire-tc,,2013-06-27,
2804,2804,2017-09-19T11:56:51Z,7572,7572,whitbytowncouncil,,2001-09-19,
2803,2803,2017-09-19T11:56:51Z,12061,12061,whiston-tc,,2009-09-09,
2802,2802,2017-09-19T11:56:51Z,16760,16760,wheldrake-pc,,2016-06-21,
2801,2801,2017-09-19T11:56:51Z,13502,13502,"WheatonAstonParishCouncil",,2011-09-30,
2800,2800,2017-09-19T11:56:51Z,7571,7571,wheatleyparishcouncil,,2004-07-02,
2799,2799,2017-09-19T11:56:51Z,11736,11736,wheathampstead-pc,,2009-04-08,
2798,2798,2017-09-19T11:56:51Z,7569,7569,weymouth,local-authority-eng:WEY,,
2797,2797,2017-09-19T11:56:51Z,14092,14092,westyorkshire-pcp,,2012-08-23,
2796,2796,2017-09-19T11:56:51Z,14202,14202,westyorkshire-pcc,,2012-09-24,
2795,2795,2017-09-19T11:56:51Z,7565,7565,westyorksfire,,2002-07-08,
2794,2794,2017-09-19T11:56:51Z,15109,15109,westyorks-ca,,2014-01-22,
2793,2793,2017-09-19T11:56:51Z,7564,7564,"westwitteringparishcouncil",,2007-11-15,
2792,2792,2017-09-19T11:56:51Z,7562,7562,westwey,local-authority-eng:WEY,2006-07-20,
2791,2791,2017-09-19T11:56:51Z,7561,7561,westsussex,local-authority-eng:WSX,1999-08-06,
